sample,r1,r2
WT_E4,/Volumes/csce/biology/groups/matthews/Guy/Raw_data/vsg/trimmed/WT_E4_trimmed_1.fq.gz,/Volumes/csce/biology/groups/matthews/Guy/Raw_data/vsg/trimmed/WT_E4_trimmed_2.fq.gz
