sample,r1,r2
WT_E5,/Volumes/csce/biology/groups/matthews/Guy/Raw_data/vsg/trimmed/WT_E5_trimmed_1.fq.gz,/Volumes/csce/biology/groups/matthews/Guy/Raw_data/vsg/trimmed/WT_E5_trimmed_2.fq.gz
